"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.537647583E0,6.026467896E-1,2.754272461E-1,9.945617981E0,9.967665742E0
2.547679583E0,7.360194397E-1,3.357518005E-1,9.900262299E0,9.933259660E0
2.557710583E0,7.972421265E-1,3.769161987E-1,9.860744476E0,9.900098103E0
2.567742583E0,8.111631775E-1,4.162843323E-1,9.843380585E0,9.885515651E0
2.577773583E0,8.214916992E-1,4.501139832E-1,9.817185059E0,9.861773354E0
2.587805583E0,8.400531006E-1,4.754113770E-1,9.760902100E0,9.808512374E0
2.597836583E0,8.906478882E-1,4.954696655E-1,9.690099335E0,9.743550121E0
2.607867583E0,9.633966064E-1,4.905299377E-1,9.822873230E0,9.882185544E0
2.617899583E0,1.007554779E0,4.644841003E-1,9.806706848E0,9.869265997E0
2.627930583E0,1.022074585E0,4.375401306E-1,9.733059998E0,9.796353135E0
2.637962583E0,1.024768982E0,3.532653809E-1,9.775421906E0,9.835335344E0
2.647993583E0,1.015787659E0,2.887495422E-1,9.756561127E0,9.813546040E0
2.658025583E0,9.964778137E-1,2.130070496E-1,9.818831635E0,9.871564957E0
2.668056875E0,1.020128632E0,1.654060364E-1,9.923164673E0,9.976834102E0
2.678088875E0,1.041234741E0,1.965412903E-1,9.904752960E0,9.961271478E0
2.688119875E0,1.015188904E0,2.471360779E-1,9.868228912E0,9.923387860E0
2.698150875E0,9.731263733E-1,2.888992310E-1,9.808802490E0,9.861188772E0
2.708182875E0,9.030720520E-1,3.493734741E-1,9.772877197E0,9.820729589E0
2.718213875E0,8.526269531E-1,3.915856934E-1,9.719887390E0,9.765066459E0
2.728245875E0,8.128097534E-1,4.065545654E-1,9.703870697E0,9.746335353E0
2.738276875E0,8.235873413E-1,4.044589233E-1,9.788444824E0,9.831354698E0
2.748308875E0,8.566685486E-1,4.287084961E-1,9.813592529E0,9.860236828E0
2.758339875E0,8.503816223E-1,4.492158508E-1,9.793983307E0,9.841090021E0
2.768370875E0,8.165519714E-1,4.623884583E-1,9.800270233E0,9.845093034E0
2.778402875E0,7.792794800E-1,4.484674072E-1,9.823921051E0,9.864979693E0
2.788433875E0,7.732919312E-1,4.113446045E-1,9.826765137E0,9.865723382E0
2.798465875E0,7.367678833E-1,3.796105957E-1,9.820478210E0,9.855390576E0
2.808496875E0,6.900650024E-1,3.585044861E-1,9.817933502E0,9.848681812E0
2.818528875E0,6.559359741E-1,3.252735901E-1,9.826465759E0,9.853704087E0
2.828559875E0,6.393205261E-1,3.260220337E-1,9.828711090E0,9.854876092E0
2.838591875E0,6.448590088E-1,3.365002441E-1,9.848170624E0,9.874995706E0
2.848622875E0,6.509962463E-1,3.478765869E-1,9.867330780E0,9.894899239E0
2.858653875E0,6.554869080E-1,3.619473267E-1,9.883946228E0,9.912268257E0
2.868685875E0,6.575825500E-1,3.688330078E-1,9.896520081E0,9.925198351E0
2.878716875E0,6.605763245E-1,3.646417236E-1,9.885293427E0,9.914048154E0
2.888748875E0,6.352789307E-1,3.790118408E-1,9.834848328E0,9.862630021E0
2.898779875E0,6.233038330E-1,3.784130859E-1,9.814939728E0,9.841988925E0
2.908811875E0,6.255491638E-1,3.689826965E-1,9.842482452E0,9.869241147E0
2.918842875E0,6.535409546E-1,3.631448364E-1,9.871971130E0,9.900242621E0
2.928873875E0,6.676116943E-1,3.775149536E-1,9.858948212E0,9.888735144E0
2.938905875E0,6.786886597E-1,3.894900513E-1,9.848470001E0,9.879508194E0
2.948936875E0,6.722520447E-1,3.960763550E-1,9.795031128E0,9.826058930E0
2.958968875E0,6.637197876E-1,3.860472107E-1,9.782756653E0,9.812842816E0
2.968999875E0,6.909631348E-1,3.562591553E-1,9.844877472E0,9.875523433E0
2.979031875E0,7.214996338E-1,3.391946411E-1,9.896071014E0,9.928133573E0
2.989062875E0,7.616162109E-1,3.601510620E-1,9.860744476E0,9.896668615E0
2.999094875E0,7.658074951E-1,4.191284180E-1,9.787546692E0,9.826403207E0
3.009125875E0,7.845185852E-1,4.535568237E-1,9.813592529E0,9.855342791E0
3.019156875E0,8.093669128E-1,4.198768616E-1,9.832004242E0,9.874192564E0
3.029188875E0,8.159532166E-1,3.736230469E-1,9.819729767E0,9.860652439E0
3.039219875E0,8.461903381E-1,3.556604004E-1,9.789792023E0,9.832729034E0
3.049251875E0,8.560697937E-1,3.180885315E-1,9.841584320E0,9.883866538E0
3.059282875E0,8.306227112E-1,3.210823059E-1,9.764494629E0,9.805018271E0
3.069314875E0,8.071215820E-1,3.408412170E-1,9.742939453E0,9.782253686E0
3.079345875E0,7.830216980E-1,3.365002441E-1,9.793534241E0,9.830547712E0
3.089376875E0,7.807763672E-1,3.579057312E-1,9.865534515E0,9.902852090E0
3.099408875E0,7.711962891E-1,4.230203247E-1,9.859846344E0,9.899002972E0
3.109439875E0,7.575746155E-1,4.628375244E-1,9.841284943E0,9.881246237E0
3.119471875E0,7.607180786E-1,4.897814941E-1,9.811496887E0,9.853123823E0
3.129502875E0,7.626640320E-1,4.912783813E-1,9.818083191E0,9.859907120E0
3.139534875E0,7.358697510E-1,4.622387695E-1,9.843829651E0,9.882112687E0
3.149565875E0,7.188052368E-1,4.273612976E-1,9.864935760E0,9.900316975E0
3.159597875E0,7.135661316E-1,4.043092346E-1,9.860744476E0,9.894792782E0
3.169628875E0,7.313790894E-1,3.847000122E-1,9.856553192E0,9.891134935E0
3.179659875E0,7.508386230E-1,3.638932800E-1,9.842931519E0,9.878232526E0
3.189691875E0,7.792794800E-1,3.472778320E-1,9.828860779E0,9.865818902E0
3.199722875E0,7.869136047E-1,3.297642517E-1,9.818981323E0,9.855981519E0
3.209754875E0,7.852670288E-1,3.185375977E-1,9.802964630E0,9.839523670E0
